district,District,Country,District_code
3514,São Paulo_resto_rm,BRA,769
3511,São Paulo_resto_rm,BRA,770
3510,São Paulo_resto_rm,BRA,771
3512,São Paulo_resto_rm,BRA,772
3513,São Paulo_resto_rm,BRA,773
3515,São Paulo_resto_rm,BRA,774
3535,São Paulo_resto_uf,BRA,775
3517,São Paulo_resto_uf,BRA,776
3524,São Paulo_resto_uf,BRA,777
3534,São Paulo_resto_uf,BRA,778
3516,São Paulo_resto_uf,BRA,779
3525,São Paulo_resto_uf,BRA,780
3523,São Paulo_resto_uf,BRA,781
3528,São Paulo_resto_uf,BRA,782
3531,São Paulo_resto_uf,BRA,783
3526,São Paulo_resto_uf,BRA,784
3522,São Paulo_resto_uf,BRA,785
3520,São Paulo_resto_uf,BRA,786
3536,São Paulo_resto_uf,BRA,787
3521,São Paulo_resto_uf,BRA,788
3532,São Paulo_resto_uf,BRA,789
3519,São Paulo_resto_uf,BRA,790
3518,São Paulo_resto_uf,BRA,791
3529,São Paulo_resto_uf,BRA,792
3527,São Paulo_resto_uf,BRA,793
3533,São Paulo_resto_uf,BRA,794
3530,São Paulo_resto_uf,BRA,795
3539,São Paulo_rural,BRA,796
3546,São Paulo_rural,BRA,797
3548,São Paulo_rural,BRA,798
3549,São Paulo_rural,BRA,799
3540,São Paulo_rural,BRA,800
3551,São Paulo_rural,BRA,801
3542,São Paulo_rural,BRA,802
3547,São Paulo_rural,BRA,803
3537,São Paulo_rural,BRA,804
3544,São Paulo_rural,BRA,805
3553,São Paulo_rural,BRA,806
3541,São Paulo_rural,BRA,807
3552,São Paulo_rural,BRA,808
3550,São Paulo_rural,BRA,809
3538,São Paulo_rural,BRA,810
3545,São Paulo_rural,BRA,811
3543,São Paulo_rural,BRA,812
1701,Tocantins_capital,BRA,813
1703,Tocantins_resto_uf,BRA,814
1704,Tocantins_resto_uf,BRA,815
1705,Tocantins_resto_uf,BRA,816
1702,Tocantins_resto_uf,BRA,817
1706,Tocantins_rural,BRA,818
1707,Tocantins_rural,BRA,819
1708,Tocantins_rural,BRA,820
1,1,BRB,821
100,100,BRB,822
104,104,BRB,823
107,107,BRB,824
109,109,BRB,825
112,112,BRB,826
115,115,BRB,827
119,119,BRB,828
122,122,BRB,829
124,124,BRB,830
127,127,BRB,831
13,13,BRB,832
130,130,BRB,833
133,133,BRB,834
135,135,BRB,835
137,137,BRB,836
139,139,BRB,837
142,142,BRB,838
145,145,BRB,839
147,147,BRB,840
152,152,BRB,841
153,153,BRB,842
155,155,BRB,843
157,157,BRB,844
161,161,BRB,845
163,163,BRB,846
166,166,BRB,847
169,169,BRB,848
17,17,BRB,849
171,171,BRB,850
174,174,BRB,851
177,177,BRB,852
179,179,BRB,853
182,182,BRB,854
184,184,BRB,855
187,187,BRB,856
189,189,BRB,857
190,190,BRB,858
191,191,BRB,859
194,194,BRB,860
195,195,BRB,861
199,199,BRB,862
20,20,BRB,863
202,202,BRB,864
204,204,BRB,865
205,205,BRB,866
209,209,BRB,867
211,211,BRB,868
212,212,BRB,869
214,214,BRB,870
216,216,BRB,871
218,218,BRB,872
220,220,BRB,873
223,223,BRB,874
226,226,BRB,875
228,228,BRB,876
23,23,BRB,877
230,230,BRB,878
232,232,BRB,879
235,235,BRB,880
237,237,BRB,881
238,238,BRB,882
240,240,BRB,883
241,241,BRB,884
242,242,BRB,885
245,245,BRB,886
247,247,BRB,887
248,248,BRB,888
250,250,BRB,889
253,253,BRB,890
255,255,BRB,891
256,256,BRB,892
259,259,BRB,893
26,26,BRB,894
261,261,BRB,895
263,263,BRB,896
267,267,BRB,897
269,269,BRB,898
272,272,BRB,899
274,274,BRB,900
275,275,BRB,901
277,277,BRB,902
278,278,BRB,903
280,280,BRB,904
283,283,BRB,905
287,287,BRB,906
289,289,BRB,907
292,292,BRB,908
294,294,BRB,909
297,297,BRB,910
30,30,BRB,911
300,300,BRB,912
301,301,BRB,913
303,303,BRB,914
304,304,BRB,915
307,307,BRB,916
309,309,BRB,917
311,311,BRB,918
314,314,BRB,919
316,316,BRB,920
318,318,BRB,921
319,319,BRB,922
321,321,BRB,923
323,323,BRB,924
325,325,BRB,925
326,326,BRB,926
328,328,BRB,927
33,33,BRB,928
330,330,BRB,929
333,333,BRB,930
334,334,BRB,931
336,336,BRB,932
338,338,BRB,933
342,342,BRB,934
343,343,BRB,935
345,345,BRB,936
347,347,BRB,937
348,348,BRB,938
35,35,BRB,939
350,350,BRB,940
352,352,BRB,941
356,356,BRB,942
357,357,BRB,943
359,359,BRB,944
360,360,BRB,945
363,363,BRB,946
365,365,BRB,947
366,366,BRB,948
369,369,BRB,949
371,371,BRB,950
373,373,BRB,951
374,374,BRB,952
376,376,BRB,953
378,378,BRB,954
380,380,BRB,955
384,384,BRB,956
388,388,BRB,957
39,39,BRB,958
390,390,BRB,959
393,393,BRB,960
396,396,BRB,961
398,398,BRB,962
399,399,BRB,963
4,4,BRB,964
400,400,BRB,965
402,402,BRB,966
403,403,BRB,967
404,404,BRB,968
405,405,BRB,969
407,407,BRB,970
410,410,BRB,971
411,411,BRB,972
412,412,BRB,973
413,413,BRB,974
415,415,BRB,975
416,416,BRB,976
418,418,BRB,977
419,419,BRB,978
42,42,BRB,979
421,421,BRB,980
423,423,BRB,981
425,425,BRB,982
428,428,BRB,983
432,432,BRB,984
434,434,BRB,985
436,436,BRB,986
438,438,BRB,987
44,44,BRB,988
440,440,BRB,989
444,444,BRB,990
447,447,BRB,991
449,449,BRB,992
451,451,BRB,993
452,452,BRB,994
455,455,BRB,995
46,46,BRB,996
460,460,BRB,997
461,461,BRB,998
463,463,BRB,999
464,464,BRB,1000
465,465,BRB,1001
468,468,BRB,1002
470,470,BRB,1003
473,473,BRB,1004
476,476,BRB,1005
477,477,BRB,1006
480,480,BRB,1007
481,481,BRB,1008
482,482,BRB,1009
483,483,BRB,1010
484,484,BRB,1011
486,486,BRB,1012
488,488,BRB,1013
489,489,BRB,1014
491,491,BRB,1015
493,493,BRB,1016
495,495,BRB,1017
496,496,BRB,1018
497,497,BRB,1019
499,499,BRB,1020
50,50,BRB,1021
501,501,BRB,1022
502,502,BRB,1023
503,503,BRB,1024
505,505,BRB,1025
506,506,BRB,1026
508,508,BRB,1027
510,510,BRB,1028
511,511,BRB,1029
512,512,BRB,1030
513,513,BRB,1031
514,514,BRB,1032
515,515,BRB,1033
516,516,BRB,1034
517,517,BRB,1035
518,518,BRB,1036
519,519,BRB,1037
521,521,BRB,1038
522,522,BRB,1039
523,523,BRB,1040
524,524,BRB,1041
526,526,BRB,1042
527,527,BRB,1043
528,528,BRB,1044
529,529,BRB,1045
53,53,BRB,1046
530,530,BRB,1047
531,531,BRB,1048
532,532,BRB,1049
534,534,BRB,1050
536,536,BRB,1051
537,537,BRB,1052
538,538,BRB,1053
540,540,BRB,1054
541,541,BRB,1055
543,543,BRB,1056
544,544,BRB,1057
548,548,BRB,1058
55,55,BRB,1059
550,550,BRB,1060
551,551,BRB,1061
553,553,BRB,1062
555,555,BRB,1063
556,556,BRB,1064
557,557,BRB,1065
558,558,BRB,1066
561,561,BRB,1067
563,563,BRB,1068
564,564,BRB,1069
566,566,BRB,1070
567,567,BRB,1071
569,569,BRB,1072
570,570,BRB,1073
571,571,BRB,1074
573,573,BRB,1075
575,575,BRB,1076
576,576,BRB,1077
577,577,BRB,1078
578,578,BRB,1079
58,58,BRB,1080
581,581,BRB,1081
582,582,BRB,1082
61,61,BRB,1083
65,65,BRB,1084
68,68,BRB,1085
7,7,BRB,1086
70,70,BRB,1087
71,71,BRB,1088
75,75,BRB,1089
77,77,BRB,1090
82,82,BRB,1091
84,84,BRB,1092
9,9,BRB,1093
91,91,BRB,1094
93,93,BRB,1095
97,97,BRB,1096
NA,NA,CAN,1097
19,Aargau,CHE,1098
2,Bern,CHE,1099
25,Genf,CHE,1100
3,Luzern,CHE,1101
99,Other,CHE,1102
17,St. Gallen,CHE,1103
21,Tessin,CHE,1104
22,Waadt,CHE,1105
1,Zürich,CHE,1106
NA,NA,CHL,1107
1,Abengourou,CIV,1108
2,Abidjan,CIV,1109
3,Aboisso,CIV,1110
51,Adiake,CIV,1111
4,Adzope,CIV,1112
5,Agboville,CIV,1113
6,Agnibilekrou,CIV,1114
60,Akoupe,CIV,1115
52,Alepe,CIV,1116
71,Arrha,CIV,1117
72,Attiegouakro,CIV,1118
7,Bangolo,CIV,1119
8,Beoumi,CIV,1120
73,Bettie,CIV,1121
9,Biankouma,CIV,1122
59,Blolequin,CIV,1123
53,Bocanda,CIV,1124
10,Bondoukou,CIV,1125
11,Bongouanou,CIV,1126
74,Botro,CIV,1127
12,Bouafle,CIV,1128
13,Bouake,CIV,1129
14,Bouna,CIV,1130
15,Boundiali,CIV,1131
96,Buyo,CIV,1132
16,Dabakala,CIV,1133
54,Dabou,CIV,1134
17,Daloa,CIV,1135
18,Danane,CIV,1136
19,Daoukro,CIV,1137
97,Dianra,CIV,1138
61,Didievi,CIV,1139
75,Dikodougou,CIV,1140
20,Dimbokro,CIV,1141
21,Divo,CIV,1142
98,Djekanou,CIV,1143
76,Doropo,CIV,1144
22,Duekoue,CIV,1145
99,Facobly,CIV,1146
23,Ferkessedougou,CIV,1147
77,Fresco,CIV,1148
24,Gagnoa,CIV,1149
55,Grand-Bassam,CIV,1150
25,Grand-Lahou,CIV,1151
78,Gueyo,CIV,1152
26,Guiglo,CIV,1153
79,Guitry,CIV,1154
27,Issia,CIV,1155
56,Jacqueville,CIV,1156
80,Kani,CIV,1157
81,Kaniasso,CIV,1158
28,Katiola,CIV,1159
101,Kong,CIV,1160
29,Korhogo,CIV,1161
82,Koro,CIV,1162
102,Kouassi-Kouassikro,CIV,1163
62,Kouibly,CIV,1164
70,Koun-Fao,CIV,1165
69,Kounahiri,CIV,1166
83,Kouto,CIV,1167
30,Lakota,CIV,1168
33,M'bahiakro,CIV,1169
84,M'batto,CIV,1170
103,M'bengue,CIV,1171
67,Madinani,CIV,1172
31,Man,CIV,1173
32,Mankono,CIV,1174
104,Meagui,CIV,1175
68,Minignan,CIV,1176
63,Nassian,CIV,1177
85,Niakaramadougou,CIV,1178
34,Odienne,CIV,1179
86,Ouangolodougou,CIV,1180
87,Ouaninou,CIV,1181
35,Oume,CIV,1182
64,Prikro,CIV,1183
36,Sakassou,CIV,1184
88,Samatiguila,CIV,1185
37,San-Pedro,CIV,1186
89,Sandegue,CIV,1187
38,Sassandra,CIV,1188
39,Seguela,CIV,1189
105,Seguelon,CIV,1190
65,Sikensi,CIV,1191
90,Sinematiali,CIV,1192
40,Sinfra,CIV,1193
106,Sipilou,CIV,1194
41,Soubre,CIV,1195
107,Taabo,CIV,1196
42,Tabou,CIV,1197
43,Tanda,CIV,1198
108,Taï,CIV,1199
91,Tehini,CIV,1200
44,Tengrela,CIV,1201
92,Tiapoum,CIV,1202
45,Tiassale,CIV,1203
57,Tiebissou,CIV,1204
46,Touba,CIV,1205
58,Toulepleu,CIV,1206
47,Toumodi,CIV,1207
93,Transua,CIV,1208
100,Unknown,CIV,1209
48,Vavoua,CIV,1210
94,Yakasse-Attobrou,CIV,1211
49,Yamoussoukro,CIV,1212
66,Zouan-Hounien,CIV,1213
95,Zoukougbeu,CIV,1214
50,Zuenoula,CIV,1215
1,Arauca,COL,1216
2,Armenia,COL,1217
3,Barrancabermeja,COL,1218
4,Barranquilla,COL,1219
5,Bogotá,COL,1220
6,Bucaramanga Y A.m.,COL,1221
7,Buenaventura,COL,1222
8,Cali,COL,1223
9,Cartagena,COL,1224
10,Centro Poblado,COL,1225
11,Cúcuta Y A.m.,COL,1226
12,Florencia,COL,1227
13,Ibagué,COL,1228
14,Inírida,COL,1229
15,Leticia,COL,1230
16,Manizalez Y A.m.,COL,1231
17,Medellín Y A.m.,COL,1232
18,Mitú,COL,1233
19,Mocoa,COL,1234
20,Montería,COL,1235
21,Neiva,COL,1236
22,Otras Cabeceras,COL,1237
23,Pasto,COL,1238
24,Pereira Y A.m.,COL,1239
25,Popayán,COL,1240
26,Puerto Carreño,COL,1241
27,Quibdó,COL,1242
28,Riohacha,COL,1243
29,Rionegro,COL,1244
30,Rural Disperso,COL,1245
31,San Andrés,COL,1246
32,San José Del Guaviare,COL,1247
33,Santa Marta,COL,1248
34,Sincelejo,COL,1249
35,Soledad,COL,1250
36,Tumaco,COL,1251
37,Tunja,COL,1252
38,Valledupar,COL,1253
39,Villavicencio,COL,1254
40,Yopal,COL,1255
41,Yumbo,COL,1256
NA,NA,CRI,1257
CY0,Cy0,CYP,1258
CZ0,Cz0,CZE,1259
NA,NA,DEU,1260
DK0,Dk0,DNK,1261
60502,Agua Santa Del Yuna,DOM,1262
240403,Angelina,DOM,1263
140104,Arroyo Al Medio,DOM,1264
200103,Arroyo Barril,DOM,1265
140202,Arroyo Salado,DOM,1266
20101,Azua,DOM,1267
210301,Bajos De Haina,DOM,1268
170101,Baní,DOM,1269
40101,Barahona,DOM,1270
20106,Barreras,DOM,1271
20102,Barro Arriba,DOM,1272
290201,Bayaguana,DOM,1273
180603,Belloso,DOM,1274
250201,Bisonó,DOM,1275
320401,Boca Chica,DOM,1276
220201,Bohechío,DOM,1277
280101,Bonao,DOM,1278
130302,Buena Vista,DOM,1279
180702,Cabarete,DOM,1280
40201,Cabral,DOM,1281
140201,Cabrera,DOM,1282
120102,Caleta,DOM,1283
210402,Cambita El Pueblecito,DOM,1284
210401,Cambita Garabitos,DOM,1285
150304,Cana Chapetón,DOM,1286
250803,Canabacoa,DOM,1287
250602,Canca La Piedra,DOM,1288
50202,Capotillo,DOM,1289
220503,Carrera De Yeguas,DOM,1290
150201,Castañuelas,DOM,1291
60301,Castillo,DOM,1292
90201,Cayetano Germosén,DOM,1293
60103,Cenoví,DOM,1294
240201,Cevicos,DOM,1295
290103,Chirino,DOM,1296
70101,Comendador,DOM,1297
130201,Constanza,DOM,1298
230401,Consuelo,DOM,1299
240101,Cotuí,DOM,1300
100501,Cristóbal,DOM,1301
120302,Cumayasa,DOM,1302
50101,Dajabón,DOM,1303
290102,Don Juan,DOM,1304
100201,Duvergé,DOM,1305
100102,El  Limón,DOM,1306
250303,El Caimito,DOM,1307
170107,El Carretón,DOM,1308
210302,El Carril,DOM,1309
80202,El Cedro,DOM,1310
220301,El Cercado,DOM,1311
140301,El Factor,DOM,1312
90107,El Higüerito,DOM,1313
200102,El Limón,DOM,1314
70301,El Llano,DOM,1315
310104,El Pinar,DOM,1316
50501,El Pino,DOM,1317
140302,El Pozo,DOM,1318
230202,El Puerto,DOM,1319
130103,El Ranchito,DOM,1320
80101,El Seibo,DOM,1321
300301,El Valle,DOM,1322
40301,Enriquillo,DOM,1323
270201,Esperanza,DOM,1324
21001,Estebanía,DOM,1325
240301,Fantino,DOM,1326
40504,Fondo Negro,DOM,1327
30201,Galván,DOM,1328
220107,Guanito,DOM,1329
250802,Guayabal,DOM,1330
300104,Guayabo Dulce,DOM,1331
230601,Guayacanes,DOM,1332
120201,Guaymate,DOM,1333
150301,Guayubín,DOM,1334
210102,Hato Damas,DOM,1335
220106,Hato Del Padre,DOM,1336
250107,Hato Del Yaque,DOM,1337
300101,Hato Mayor,DOM,1338
240404,Hernando Alonzo,DOM,1339
110101,Higüey,DOM,1340
180401,Imbert,DOM,1341
270302,Jaibón,DOM,1342
270103,Jaibón (Pueblo Nuevo),DOM,1343
190102,Jamao Afuera,DOM,1344
90401,Jamao Al Norte,DOM,1345
41101,Jaquimeyes,DOM,1346
130301,Jarabacoa,DOM,1347
280105,Jayaco,DOM,1348
130401,Jima Abajo,DOM,1349
100101,Jimaní,DOM,1350
90102,José Contreras,DOM,1351
220401,Juan De Herrera,DOM,1352
90104,Juan López,DOM,1353
160202,Juancho,DOM,1354
280103,Juma Bejucal,DOM,1355
250301,Jánico,DOM,1356
320402,La Caleta,DOM,1357
250105,La Canela,DOM,1358
270303,La Caya,DOM,1359
40701,La Ciénaga,DOM,1360
210504,La Cuchilla,DOM,1361
250503,La Cuesta,DOM,1362
100301,La Descubierta,DOM,1363
80203,La Gina,DOM,1364
320702,La Guáyiga,DOM,1365
220108,La Jagua,DOM,1366
180803,La Jaiba,DOM,1367
240401,La Mata,DOM,1368
110103,La Otra Banda,DOM,1369
60102,La Peña,DOM,1370
120101,La Romana,DOM,1371
130203,La Sabina,DOM,1372
130101,La Vega,DOM,1373
320302,La Victoria,DOM,1374
270301,Laguna Salada,DOM,1375
170110,Las Barías,DOM,1376
20201,Las Charcas,DOM,1377
30502,Las Clavellinas,DOM,1378
60202,Las Coles,DOM,1379
200104,Las Galeras,DOM,1380
140103,Las Gordas,DOM,1381
60601,Las Guáranas,DOM,1382
90105,Las Lagunas,DOM,1383
110102,Las Lagunas De Nisibón,DOM,1384
220501,Las Matas De Farfán,DOM,1385
250402,Las Palomas,DOM,1386
60504,Las Taranas,DOM,1387
200301,Las Terrenas,DOM,1388
20301,Las Yayas De Viajama,DOM,1389
220111,Las Zanjas,DOM,1390
250401,Licey Al Medio,DOM,1391
320601,Los Alcarrizos,DOM,1392
290402,Los Botados,DOM,1393
180501,Los Hidalgos,DOM,1394
20104,Los Jovillos,DOM,1395
230201,Los Llanos,DOM,1396
20804,Los Toros,DOM,1397
180103,Maimón,DOM,1398
280201,Maimón,DOM,1399
290303,Majagual,DOM,1400
290403,Mamá Tingó,DOM,1401
270101,Mao,DOM,1402
300103,Mata Palacio,DOM,1403
170102,Matanzas,DOM,1404
210503,Medina,DOM,1405
100601,Mella,DOM,1406
80201,Miches,DOM,1407
90101,Moca,DOM,1408
260301,Monción,DOM,1409
20404,Monte Bonito,DOM,1410
150101,Monte Cristi,DOM,1411
290101,Monte Plata,DOM,1412
30304,Montserrat,DOM,1413
140101,Nagua,DOM,1414
30101,Neiba,DOM,1415
170201,Nizao,DOM,1416
160201,Oviedo,DOM,1417
20401,Padre Las Casas,DOM,1418
250702,Palmar Arriba,DOM,1419
320602,Palmarejo-Villa Linda,DOM,1420
320603,Pantoja,DOM,1421
40401,Paraíso,DOM,1422
50301,Partido,DOM,1423
170105,Paya,DOM,1424
160101,Pedernales,DOM,1425
320701,Pedro Brand,DOM,1426
250102,Pedro García,DOM,1427
70501,Pedro Santana,DOM,1428
150501,Pepillo Salcedo (Manzanillo),DOM,1429
20501,Peralta,DOM,1430
290501,Peralvillo,DOM,1431
40802,Pescadería,DOM,1432
60401,Pimentel,DOM,1433
170202,Pizarrete,DOM,1434
240105,Platanal,DOM,1435
41001,Polo,DOM,1436
20604,Proyecto 2-C,DOM,1437
60105,Proyecto Don Antonio Guzmán Fernández-Los Aguayos,DOM,1438
20701,Pueblo Viejo,DOM,1439
180101,Puerto Plata,DOM,1440
250801,Puñal,DOM,1441
230501,Quisqueya,DOM,1442
230301,Ramón Santana,DOM,1443
310301,Rancho Arriba,DOM,1444
70402,Rancho De La Guardia,DOM,1445
180202,Río Grande,DOM,1446
140401,Río San Juan,DOM,1447
130102,Río Verde Arriba,DOM,1448
300201,Sabana De La Mar,DOM,1449
280102,Sabana Del Puerto,DOM,1450
290301,Sabana Grande De Boyá,DOM,1451
210201,Sabana Grande De Palenque,DOM,1452
250901,Sabana Iglesia,DOM,1453
310201,Sabana Larga,DOM,1454
20601,Sabana Yegua,DOM,1455
220103,Sabaneta,DOM,1456
190101,Salcedo,DOM,1457
200101,Samaná,DOM,1458
320501,San Antonio De Guerra,DOM,1459
210101,San Cristóbal,DOM,1460
250106,San Francisco De Jacagua,DOM,1461
60101,San Francisco De Macorís,DOM,1462
80103,San Francisco-Vicentillo,DOM,1463
210701,San Gregorio De Nigua,DOM,1464
260101,San Ignacio De Sabaneta,DOM,1465
250501,San José De Las Matas,DOM,1466
140102,San José De Matanzas,DOM,1467
310101,San José De Ocoa,DOM,1468
210502,San José Del Puerto,DOM,1469
220101,San Juan,DOM,1470
320102,San Luis,DOM,1471
230101,San Pedro De Macorís,DOM,1472
110201,San Rafael Del Yuma,DOM,1473
90103,San Víctor,DOM,1474
30307,Santa Bárbara El 6,DOM,1475
80104,Santa Lucía,DOM,1476
170203,Santana,DOM,1477
30303,Santana,DOM,1478
250101,Santiago,DOM,1479
10101,Santo Domingo De Guzmán,DOM,1480
320101,Santo Domingo Este,DOM,1481
320301,Santo Domingo Norte,DOM,1482
320201,Santo Domingo Oeste,DOM,1483
180701,Sosúa,DOM,1484
200201,Sánchez,DOM,1485
30301,Tamayo,DOM,1486
250601,Tamboril,DOM,1487
130104,Tavera,DOM,1488
190201,Tenares,DOM,1489
130202,Tireo,DOM,1490
20801,Tábara Arriba,DOM,1491
90303,Veragua,DOM,1492
110104,Verón Punta Cana,DOM,1493
40501,Vicente Noble,DOM,1494
210501,Villa Altagracia,DOM,1495
40104,Villa Central,DOM,1496
280302,Villa De Sonador,DOM,1497
170103,Villa Fundación,DOM,1498
250701,Villa González,DOM,1499
120301,Villa Hermosa,DOM,1500
180801,Villa Isabela,DOM,1501
30401,Villa Jaragua,DOM,1502
260201,Villa Los Almácigos,DOM,1503
180901,Villa Montellano,DOM,1504
60501,Villa Riva,DOM,1505
170106,Villa Sombrero,DOM,1506
190301,Villa Tapia,DOM,1507
150601,Villa Vásquez,DOM,1508
20302,Villarpando,DOM,1509
210601,Yaguate,DOM,1510
290401,Yamasá,DOM,1511
220203,Yaque,DOM,1512
300102,Yerba Buena,DOM,1513
240107,Zambrano Abajo,DOM,1514
270102,Ámina,DOM,1515
1,Azuay,ECU,1516
2,Bolivar,ECU,1517
4,Carchi,ECU,1518
3,Cañar,ECU,1519
5,Chimborazo,ECU,1520
6,Cotopaxi,ECU,1521
7,El Oro,ECU,1522
8,Esmeraldas,ECU,1523
9,Galápagos,ECU,1524
10,Guayas,ECU,1525
11,Imbabura,ECU,1526
12,Loja,ECU,1527
13,Los Rios,ECU,1528
14,Manabi,ECU,1529
15,Morona Santiago,ECU,1530
16,Napo,ECU,1531
17,Orellana,ECU,1532
18,Pastaza,ECU,1533
19,Pichincha,ECU,1534
20,Santa Elena,ECU,1535
21,Santo Domingo De Los Tsachilas,ECU,1536
22,Sucumbios,ECU,1537
23,Tungurahua,ECU,1538
24,Zamora Chinchipe,ECU,1539
2,Alexandria,EGY,1540
25,Assiut,EGY,1541
28,Aswan,EGY,1542
22,Bani Swef,EGY,1543
18,Beheira,EGY,1544
1,Cairo,EGY,1545
12,Dakahlia,EGY,1546
11,Damietta,EGY,1547
23,Fayoum,EGY,1548
41,Frontier Governorates,EGY,1549
16,Gharbia,EGY,1550
21,Giza,EGY,1551
19,Ismailya,EGY,1552
15,Kafr Elsheikh,EGY,1553
29,Luxor,EGY,1554
24,Menia,EGY,1555
17,Monofia,EGY,1556
3,Port Said,EGY,1557
27,Qena,EGY,1558
14,Qualioubia,EGY,1559
13,Sharkia,EGY,1560
26,Sohag,EGY,1561
4,Suez,EGY,1562
01,Andalucía,ESP,1563
02,Aragón,ESP,1564
03,"Asturias, Principado D",ESP,1565
04,"Balears, Illes",ESP,1566
05,Canarias,ESP,1567
06,Cantabria,ESP,1568
07,Castilla Y León,ESP,1569
08,Castilla – La Mancha,ESP,1570
09,Cataluña,ESP,1571
18,Ceuta,ESP,1572
10,Comunitat Valenciana,ESP,1573
11,Extremadura,ESP,1574
12,Galicia,ESP,1575
13,"Madrid, Comunidad De",ESP,1576
19,Melilla,ESP,1577
14,"Murcia, Región De",ESP,1578
15,"Navarra, Comunidad Foral De",ESP,1579
16,País Vasco,ESP,1580
17,"Rioja, La",ESP,1581
EE0,Ee0,EST,1582
01,01,ETH,1583
02,02,ETH,1584
03,03,ETH,1585
04,04,ETH,1586
05,05,ETH,1587
06,06,ETH,1588
07,07,ETH,1589
08,08,ETH,1590
09,09,ETH,1591
10,10,ETH,1592
11,11,ETH,1593
12,12,ETH,1594
13,13,ETH,1595
14,14,ETH,1596
16,16,ETH,1597
17,17,ETH,1598
18,18,ETH,1599
19,19,ETH,1600
20,20,ETH,1601
21,21,ETH,1602
23,23,ETH,1603
24,24,ETH,1604
26,26,ETH,1605
28,28,ETH,1606
30,30,ETH,1607
31,31,ETH,1608
35,35,ETH,1609
FI1,Fi1,FIN,1610
FI2,Fi2,FIN,1611
NA,NA,FRA,1612
NA,NA,GBR,1613
NA,NA,GEO,1614
1001,1001,GHA,1615
1002,1002,GHA,1616
1003,1003,GHA,1617
1004,1004,GHA,1618
1005,1005,GHA,1619
1006,1006,GHA,1620
1007,1007,GHA,1621
1008,1008,GHA,1622
1009,1009,GHA,1623
101,101,GHA,1624
1010,1010,GHA,1625
1011,1011,GHA,1626
102,102,GHA,1627
103,103,GHA,1628
104,104,GHA,1629
105,105,GHA,1630
106,106,GHA,1631
107,107,GHA,1632
108,108,GHA,1633
109,109,GHA,1634
110,110,GHA,1635
111,111,GHA,1636
112,112,GHA,1637
113,113,GHA,1638
114,114,GHA,1639
115,115,GHA,1640
116,116,GHA,1641
117,117,GHA,1642
119,119,GHA,1643
120,120,GHA,1644
121,121,GHA,1645
122,122,GHA,1646
201,201,GHA,1647
202,202,GHA,1648
203,203,GHA,1649
204,204,GHA,1650
205,205,GHA,1651
206,206,GHA,1652
207,207,GHA,1653
208,208,GHA,1654
209,209,GHA,1655
210,210,GHA,1656
211,211,GHA,1657
212,212,GHA,1658
213,213,GHA,1659
214,214,GHA,1660
215,215,GHA,1661
216,216,GHA,1662
217,217,GHA,1663
218,218,GHA,1664
219,219,GHA,1665
220,220,GHA,1666
301,301,GHA,1667
302,302,GHA,1668
303,303,GHA,1669
304,304,GHA,1670
305,305,GHA,1671
306,306,GHA,1672
307,307,GHA,1673
308,308,GHA,1674
309,309,GHA,1675
310,310,GHA,1676
311,311,GHA,1677
312,312,GHA,1678
313,313,GHA,1679
314,314,GHA,1680
315,315,GHA,1681
316,316,GHA,1682
401,401,GHA,1683
402,402,GHA,1684
403,403,GHA,1685
404,404,GHA,1686
405,405,GHA,1687
406,406,GHA,1688
407,407,GHA,1689
408,408,GHA,1690
409,409,GHA,1691
410,410,GHA,1692
411,411,GHA,1693
412,412,GHA,1694
413,413,GHA,1695
414,414,GHA,1696
415,415,GHA,1697
416,416,GHA,1698
417,417,GHA,1699
418,418,GHA,1700
419,419,GHA,1701
420,420,GHA,1702
421,421,GHA,1703
422,422,GHA,1704
423,423,GHA,1705
424,424,GHA,1706
425,425,GHA,1707
501,501,GHA,1708
502,502,GHA,1709
503,503,GHA,1710
504,504,GHA,1711
505,505,GHA,1712
506,506,GHA,1713
507,507,GHA,1714
508,508,GHA,1715
509,509,GHA,1716
510,510,GHA,1717
511,511,GHA,1718
512,512,GHA,1719
513,513,GHA,1720
514,514,GHA,1721
515,515,GHA,1722
516,516,GHA,1723
517,517,GHA,1724
518,518,GHA,1725
519,519,GHA,1726
520,520,GHA,1727
521,521,GHA,1728
522,522,GHA,1729
523,523,GHA,1730
524,524,GHA,1731
525,525,GHA,1732
526,526,GHA,1733
601,601,GHA,1734
602,602,GHA,1735
603,603,GHA,1736
604,604,GHA,1737
605,605,GHA,1738
606,606,GHA,1739
607,607,GHA,1740
608,608,GHA,1741
609,609,GHA,1742
610,610,GHA,1743
611,611,GHA,1744
612,612,GHA,1745
613,613,GHA,1746
614,614,GHA,1747
615,615,GHA,1748
616,616,GHA,1749
617,617,GHA,1750
618,618,GHA,1751
619,619,GHA,1752
620,620,GHA,1753
621,621,GHA,1754
622,622,GHA,1755
623,623,GHA,1756
624,624,GHA,1757
625,625,GHA,1758
627,627,GHA,1759
628,628,GHA,1760
629,629,GHA,1761
630,630,GHA,1762
701,701,GHA,1763
702,702,GHA,1764
703,703,GHA,1765
704,704,GHA,1766
705,705,GHA,1767
706,706,GHA,1768
707,707,GHA,1769
708,708,GHA,1770
709,709,GHA,1771
710,710,GHA,1772
711,711,GHA,1773
712,712,GHA,1774
713,713,GHA,1775
